isbn;title_ol;title_az;reading_age;grade;cover_url
0062340786;The Islanders: Volume 2: Nina Won't Tell and Ben's In Love;Katherine Applegate;13 - 17 years;8 - 9;https://m.media-amazon.com/images/I/51LbJyTKYAL.jpg
006234076X;The Islanders: Volume 1: Zoey Fools Around and Jake Finds Out;Katherine Applegate;13 - 17 years;8 - 9;https://m.media-amazon.com/images/I/51s3OkdiqoL.jpg
1442401923;Shadows Cast by Stars;Catherine Knutsson;12 years and up;7 - 9;https://m.media-amazon.com/images/I/6162o2gFzeL.jpg
0062040200;The Mediator: Shadowland and Ninth Key;Meg Cabot;13 - 15 years;8 - 9;https://m.media-amazon.com/images/I/51CoeOvM2oL.jpg
0615600735;The Gifted Ones;Gean Penny;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/51NIZf2k5dL.jpg
0440420466;I Am the Wallpaper;Mark Peter Hughes;12 - 13 years;7 - 9;https://m.media-amazon.com/images/I/91oVZmNmlFL.jpg
125002742X;Freak: A Novel;Marcella Pixley;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/819j7DeB9jL.jpg
0147525594;Half Lost;Sally Green;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51UXTm8u4FL.jpg
1576835367;Bitter Rose: Color Me Crushed;Melody Carlson;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/41FCdntf2wL.jpg
145584800X;Lost Saint, The: A Dark Divine Novel;Bree Despain;12 - 17 years;7 - 9;https://m.media-amazon.com/images/I/61j9ymY3xmL.jpg
1419708066;My Basmati Bat Mitzvah;Paula J. Freedman;8 - 12 years;3 - 7;https://m.media-amazon.com/images/I/512J0yHNq+L.jpg
1589801830;Mergers;Steven Layne;12 - 17 years;7 - 10;https://m.media-amazon.com/images/I/51BMP97PBZL.jpg
0152058680;A Sudden Silence;Eve Bunting;12 years and up;7 and up;https://m.media-amazon.com/images/I/616Fb0yu-vL.jpg
054466387X;Ice Dogs;Terry Lynn Johnson;9+ years;5 - 7;https://m.media-amazon.com/images/I/71L4sZ457rL.jpg
144246805X;Shadow of the War Machine;Kristin Bailey;14 years and up;9 - 12;https://m.media-amazon.com/images/I/81qVnQmolyL.jpg
1609071794;The Candy Shop War, Book 2: Arcade Catastrophe;Brandon Mull;9 - 12 years;3 - 4;https://m.media-amazon.com/images/I/91Hdcpd+TZL.jpg
1571316914;Border Crossing;Jessica Lee Anderson;11 - 15 years;5 - 10;https://m.media-amazon.com/images/I/416M0A5DXtL.jpg
0761328130;Dead Girls Don't Write Letters;Gail Giles;12 - 17 years;7 - 9;https://m.media-amazon.com/images/I/41B8WEY1KAL.jpg
1442460016;Iceman;Chris Lynch;12 years and up;7 - 9;https://m.media-amazon.com/images/I/612cZAI-amL.jpg
0399171037;The First Time She Drowned;Kerry Kletter;14 years and up;9 - 12;https://m.media-amazon.com/images/I/A1DeZRBYpzL.jpg
1442440112;Killing Time in Crystal City;Chris Lynch;12 years and up;7 - 9;https://m.media-amazon.com/images/I/81TOUVHkLvL.jpg
0385744129;Traveler;Arwen Elys Dayton;14 years and up;9 - 12;https://m.media-amazon.com/images/I/91HGixs0veL.jpg
0439566754;Surviving the Applewhites;stephanie S. Tolan;9+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/81xeiLQZ8WL.jpg
1781121214;Crow Girl;Kate Cann;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51kRawAzy+L.jpg
0373210078;Tagged;Mara Purnhagen;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/91f6FfQfK8L.jpg
1943006326;The Forbidden Temptation of Baseball;Dori Jones Yang;10 - 14 years;4 - 6;https://m.media-amazon.com/images/I/71AdLe6vDiL.jpg
0590603612;The Headless Bride;Kathryn Reiss;9 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51HK7EBXWWL.jpg
1442441860;The Memory of After;Lenore Appelhans;12 years and up;7 - 9;https://m.media-amazon.com/images/I/510Rv8VkiYL.jpg
0545222117;Mortal Engines;Philip Reeve;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51Usk7pe5KL.jpg
0786818883;Dark Sons;Nikki Grimes;18 years and up;5 - 9;https://m.media-amazon.com/images/I/41AYE7YT99L.jpg
1935955950;Gabi, a Girl in Pieces;Isabel Quintero;14 - 18 years;10 - 12;https://m.media-amazon.com/images/I/71rseCEbpDL.jpg
1897550642;Maybe Never, Maybe Now;Kimberly Joy Peters;13 - 18 years;8 - 12;https://m.media-amazon.com/images/I/51m9neX205L.jpg
1629147516;Bright Coin Moon: A Novel;Kirsten Lopresti;12 years and up;6 and up;https://m.media-amazon.com/images/I/710paij5waL.jpg
1496544625;Boy Seeking Band;Steve Brezenoff;9 - 12 years;5 - 8;https://m.media-amazon.com/images/I/71RiURKJ-HL.jpg
0062348426;Good and Gone;Megan Frazer Blakemore;13 - 17 years;8 - 9;https://m.media-amazon.com/images/I/41LcGiu7laL.jpg
0802735037;Vengeance;Megan Miranda;14 years and up;10 - 12;https://m.media-amazon.com/images/I/61ncRnRyEkL.jpg
0763672629;True Son;Lana Krumwiede;10 - 13 years;5 - 6;https://m.media-amazon.com/images/I/91+Yv58ipjL.jpg
0738747300;Life at the Speed of Us;Heather Sappenfield;Baby - 12 years;7 - 9;https://m.media-amazon.com/images/I/41L+qIGWIyL.jpg
1416984550;The Mission;Jason Myers;14 years and up;9 - 12;https://m.media-amazon.com/images/I/61rGq8OE3NL.jpg
163392033X;Until Beth;Lisa Amowitz;15 - 18 years;10 - 12;https://m.media-amazon.com/images/I/81RiEKwJNiL.jpg
1510717285;The Principles Behind Flotation: A Novel;Alexandra Teague;14 - 17 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/810gQXjmvkL.jpg
0062005057;A Touch Menacing;Leah Clifford;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51C1GcQHv4L.jpg
0439918529;What's Hot;Caitlyn Davis;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/61sdAebdOgL.jpg
0545758025;Same Difference;Siobhan Vivian;12 years and up;7 and up;https://m.media-amazon.com/images/I/51JYLMAEckL.jpg
1423171209;Love Reborn;Yvonne Woon;14 years and up;9 and up;https://m.media-amazon.com/images/I/51oXAetlJqL.jpg
1599909588;Me, Him, Them, and It;Caela Carter;12 years and up;10 - 12;https://m.media-amazon.com/images/I/81sSbFdpqWL.jpg
1848772998;Last Chance Angel;Alex Gutteridge;13 years and up;8 - 9;https://m.media-amazon.com/images/I/91MmB36kYPL.jpg
1423146840;Double;Jenny Valentine;12 - 18 years;7 and up;https://m.media-amazon.com/images/I/51JTIEoOhiL.jpg
1423157419;Gates of Paradise;Melissa de la Cruz;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/41HPfHSZLPL.jpg
1554887976;Crescent Star;Nicholas Maes;12 - 15 years;8 - 9;https://m.media-amazon.com/images/I/91rppOLkfTL.jpg
0373210248;Saving June;Hannah Harrington;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/81E4i3Bn9BL.jpg
0062299573;Invincible;Amy Reed;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/41qSW2WoYRL.jpg
0062382217;The Wicked Will Rise;Danielle Paige;14 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51VRHFIssHL.jpg
0385751613;You Against Me;Jenny Downham;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41vvs+HvCrL.jpg
073933123X;King Dork;Frank Portman;Baby - 14 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/61W5CNYTZJL.jpg
1595141871;Spud;John van de Ruit;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/816TgUA3OqL.jpg
006128887X;Royal Blood;Ellen Schreiber;13 years and up;8 - 9;https://m.media-amazon.com/images/I/51axToCi5dL.jpg
0692402993;Normalish;Margaret Lesh;13 - 17 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51lp2XFzNSL.jpg
1492879274;Psychomanteum;Laurel Veil;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/31X3MwkbT5L.jpg
0590674528;Humming Whispers;Angela Johnson;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51Y7TA8DEZL.jpg
0545564875;Beneath;Roland Smith;9 - 12 years;4 - 7;https://m.media-amazon.com/images/I/71bBEu75cpL.jpg
1250079128;Summer Days and Summer Nights: Twelve Love Stories;Stephanie Perkins;13 - 18 years;10 - 12;https://m.media-amazon.com/images/I/91Q8IUk+3cL.jpg
1442409622;Crescendo;Becca Fitzpatrick;14 years and up;9 - 12;https://m.media-amazon.com/images/I/61TXkB5WjWL.jpg
0060740345;The Big Game of Everything;Chris Lynch;13 years and up;8 - 9;https://m.media-amazon.com/images/I/51HfJsImQoL.jpg
0425211967;Secrets of a South Beach Princess;Mary Kennedy;18 years and up;8 - 12;https://m.media-amazon.com/images/I/51Btp0Px8qL.jpg
1554693306;Miracleville;Monique Polak;READINGAGE_MISSING_AZ;8 - 12;https://m.media-amazon.com/images/I/51-NU1DSIoL.jpg
0689859481;Samurai Girl: The Book of the Sword;Carrie Asai;16 years and up;11 - 12;https://m.media-amazon.com/images/I/61lT2795rBS.jpg
177138848X;Kiss Me in New York;Catherine Rider;14 - 18 years;9 - 12;https://m.media-amazon.com/images/I/51t5QPOQB2L.jpg
1416955267;Chill: Stress-Reducing Techniques for a More Balanced, Peaceful You;Deborah Reber;12 years and up;7 - 9;https://m.media-amazon.com/images/I/61ZGZtkpfGS.jpg
1522690549;Every Hidden Thing;Kenneth Oppel;13 - 17 years;7 - 9;https://m.media-amazon.com/images/I/61XZ0xF269L.jpg
1524701866;The Hollow Girl;Hillary Monahan;14 years and up;9 - 12;https://m.media-amazon.com/images/I/91Qu1JR6M-L.jpg
0763631787;Burger Wuss;M.T. Anderson;14 years and up;9 and up;https://m.media-amazon.com/images/I/710osd4CgSL.jpg
0988883724;How Wendy Redbird Dancing Survived the Dark Ages of Nought;Lyn Fairchild Hawks;14 - 17 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/61m-k2Ly2rL.jpg
0765314274;Farseed;Pamela Sargent;13 years and up;8 - 12;https://m.media-amazon.com/images/I/51VWad8I1hL.jpg
068983912X;The Graduation of Jake Moon;Barbara Park;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/41xvgC1xWKL.jpg
0062299603;Unforgivable;Amy Reed;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41LyXuvZyUL.jpg
0062307738;Lost in Love;Susane Colasanti;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41Dp26nfHVL.jpg
0763656526;Angel Burn;L. A. Weatherly;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/91Nm8DJaV4L.jpg
0062307703;City Love;Susane Colasanti;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/51Gil07IzTL.jpg
0425275884;The Vault;Emily McKay;14 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/81GNVHnJNpL.jpg
0380754916;A Killing Freeze;Lynn Hall;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/91o3-tTZQWL.jpg
0375869212;Zero;Tom Leveen;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51gX3A51FYL.jpg
1459805798;Honeycomb;Patricia McCowan;9 - 12 years;4 - 7;https://m.media-amazon.com/images/I/71yui9YuzpL.jpg
0747571961;The Goose Girl;Shannon Hale;10+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/31ioOuoQR0L.jpg
0375834591;The Wrong Hands;Nigel Richardson;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51DkQPT4RLL.jpg
1459805496;Coda;Ted Staunton;9 - 12 years;4 - 7;https://m.media-amazon.com/images/I/71+p16hvA4L.jpg
145980645X;Forcing the Ace;Erin Thomas;9 - 12 years;4 - 7;https://m.media-amazon.com/images/I/71nh-kahOZL.jpg
1459805461;Tin Soldier;Sigmund Brouwer;9 - 12 years;4 - 7;https://m.media-amazon.com/images/I/71KS8HCzx0L.jpg
0385741375;Kissing in Italian;Lauren Henderson;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/511SUwn03iL.jpg
0689877854;Wrath;Robin Wasserman;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41Y6b039LlL.jpg
0689877846;Pride;Robin Wasserman;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41hpLONf2xL.jpg
1459805941;About That Night;Norah McClintock;READINGAGE_MISSING_AZ;8 - 12;https://m.media-amazon.com/images/I/71g4PVLxyLL.jpg
068987782X;Lust;Robin Wasserman;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41n-YE7eCmL.jpg
0385737971;Very Bad Things;Susan McBride;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/61GmwY3XZbL.jpg
1416907181;Sloth;Robin Wasserman;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41wXQtwORfL.jpg
141690719X;Gluttony;Robin Wasserman;14 years and up;9 - 12;https://m.media-amazon.com/images/I/716ke1GkneL.jpg
1599909138;After Obsession;Carrie Jones;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/713PNHpXs-L.jpg
1633754987;Remember Me Forever;Sara Wolf;12 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/813VaNqza0L.jpg
159990909X;Off Course: An A Circuit Novel;Georgina Bloomberg;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/717MJdlYOFL.jpg
1933322543;Airborn;Kenneth Oppel;10 years and up;7 - 9;https://m.media-amazon.com/images/I/51hT9sf1WRL.jpg
1554552745;Finding Melissa;Cora Taylor;11 - 15 years;6 - 10;https://m.media-amazon.com/images/I/513BBT+c2gL.jpg
1554552796;The Hidden Agenda of Sigrid Sugden;Jill MacLean;11 - 13 years;6 - 8;https://m.media-amazon.com/images/I/611b0utoUVL.jpg
0425217035;Good Ghouls Do;Julie Kenner;18 years and up;12 - 9;https://m.media-amazon.com/images/I/51cx4tHq85L.jpg
1633920216;The Darkness Within;Kelly Hashway;12 years and up;7 - 9;https://m.media-amazon.com/images/I/71MKDtjjuuL.jpg
0340531401;Final Friends: The Dance;Christopher Pike;6 - 11 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/71ACXTpH+dL.jpg
1481155342;Exhale;Jennifer Snyder;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/61NLOTNE6uL.jpg
0689842589;Places I Never Meant To Be: Original Stories by Censored Writers;Judy Blume;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51R7KSQTYJL.jpg
0385742932;Red;Alison Cherry;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51p5Au1ebSL.jpg
1416934006;Forever . . .;Judy Blume;14 years and up;9 and up;https://m.media-amazon.com/images/I/41Nd8SGfxXL.jpg
1906427798;The Scorch Trials;James Dashner;11+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/81-UeD5ZNTS.jpg
1602826501;Street Dreams;Tama Wise;13 years and up;7 - 12;https://m.media-amazon.com/images/I/51h515L1iwL.jpg
0064402266;Desdemona - Twelve Going on Desperate;Beverly Keller;8 - 12 years;3 - 7;https://m.media-amazon.com/images/I/51591MP7WJL.jpg
0671510312;July's Promise;Katherine Applegate;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/5110WNNN72L.jpg
068985353X;Catalogue of the Universe;Margaret Mahy;14 years and up;7 - 9;https://m.media-amazon.com/images/I/51GEM5BQH3L.jpg
0439691893;Never Mind The Goldbergs;Matthue Roth;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/51hCxFqKxQL.jpg
0743407865;Brave New Girl;Louisa Luna;14 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51AflnCw0ZL.jpg
1524777897;And We're Off;Dana Schwartz;12 years and up;7 - 9;https://m.media-amazon.com/images/I/81yo14Eg+QL.jpg
141693409X;Lip Gloss Jungle;Melissa de la Cruz;9 - 13 years;4 - 8;https://m.media-amazon.com/images/I/51AjKfptboL.jpg
0764221213;Forgotten;Patricia H. Rushford;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51PQ11VQN2L.jpg
1600608876;Diverse Energies;Paolo Bacigalupi;12 - 17 years;7 - 9;https://m.media-amazon.com/images/I/71HFCJIH49L.jpg
0613608054;Goose Chase;Patrice Kindl;9 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/41lCTitEflL.jpg
0142404268;Squashed;Joan Bauer;12 years and up;7 and up;https://m.media-amazon.com/images/I/A1UMDFopsKL.jpg
0374316538;Crossing Stones;Helen Frost;12 - 17 years;7 - 9;https://m.media-amazon.com/images/I/71shcJz9dAL.jpg
0316152919;Hail, Hail, Camp Timberwood;Ellen Conford;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/51fCESbc+hL.jpg
1444922866;The Kiss;Lucy Courtenay;12 - 16 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51QZUnrEYdL.jpg
0671786008;The Mind Reader;R. L. Stine;12 - 18 years;10 - 12;https://m.media-amazon.com/images/I/51VGXMBCFXL.jpg
0739361228;Thirteen Reasons Why;AUTHOR_MISSING_AZ;10+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51EJRi54ulL.jpg
0590461001;The Hitchhiker;R. L. Stine;12 - 18 years;10 - 12;https://m.media-amazon.com/images/I/61+E2qYIAsL.jpg
1622660161;The Liberator;Victoria Scott;14 - 17 years;7 - 12;https://m.media-amazon.com/images/I/71pbhGztN-L.jpg
0385327706;Heaven Eyes;David Almond;10 - 12 years;5 - 6;https://m.media-amazon.com/images/I/51azpkq5p4L.jpg
144240373X;Stay;Deb Caletti;12 years and up;7 - 12;https://m.media-amazon.com/images/I/41KH0H0tjWL.jpg
0062128000;Shadow of the Mark;Leigh Fallon;13 - 17 years;8 - 9;https://m.media-amazon.com/images/I/61jJQCpNoSL.jpg
1442407603;Haven;Kristi Cook;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41DVG5ctIAL.jpg
014131740X;Deep Secret;Berlie Doherty;5 - 8 years;Kindergarten - 3;https://m.media-amazon.com/images/I/410njblfNGL.jpg
1606841459;Timepiece: An Hourglass Novel;Myra McEntire;14 years and up;9 - 12;https://m.media-amazon.com/images/I/510ih5SO2RL.jpg
0399237836;Where I Want to Be;Adele Griffin;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/41lw-PUpGYL.jpg
144243984X;Reunited;Hilary Weisman Graham;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51etLPZxz2L.jpg
0142409480;Where I Want to Be;Adele Griffin;12 years and up;7 and up;https://m.media-amazon.com/images/I/91w1t31vC4L.jpg
059041433X;Long Journey Home;Julius Lester;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/51yD-l+jHGL.jpg
0998341509;Cashmere: Book 2 of the Velvet Trilogy;Temple West;13 - 18 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/61CDy+eVSUL.jpg
0312380976;Perchance to Dream: Theatre Illuminata #2;Lisa Mantchev;12 - 18 years;7 - 9;https://m.media-amazon.com/images/I/51YeV8T52yL.jpg
1933771348;Mind-Rain: Your Favorite Authors on Scott Westerfeld's Uglies Series;Scott Westerfeld;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/A1-vqDfsHvS.jpg
0995407320;Beneath the Guarding Stars;Everly Frost;14 - 18 years;9 - 12;https://m.media-amazon.com/images/I/61ageusnHRL.jpg
0375854495;A Little Wanting Song;Cath Crowley;14 years and up;9 - 12;https://m.media-amazon.com/images/I/91+AfXxMpOL.jpg
1551435861;Grind;Eric Walters;12 - 16 years;8 - 12;https://m.media-amazon.com/images/I/21SENCS58PL.jpg
0060781084;Bad Kitty;Michele Jaffe;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/41jvmOatVvL.jpg
0888998082;Sacred Leaf;Deborah Ellis;10 - 14 years;4 - 9;https://m.media-amazon.com/images/I/814HjjrNLjL.jpg
1611065186;What Comes After;Steve Watkins;READINGAGE_MISSING_AZ;9 - 12;https://m.media-amazon.com/images/I/41HnYFeYZxL.jpg
0991457951;Cinder & Ella;Kelly Oram;13 - 17 years;8 - 12;https://m.media-amazon.com/images/I/71CsQUz419L.jpg
1405257210;The Haunting of Tabitha Grey;Vanessa Curtis;11 - 13 years;6 - 8;https://m.media-amazon.com/images/I/51zqDAkzD6L.jpg
1250100674;No Second Chances;Kate Evangelista;13 - 18 years;7 - 9;https://m.media-amazon.com/images/I/91nEvjCBRTL.jpg
125010713X;The Love Interest;Cale Dietrich;13 - 18 years;7 - 9;https://m.media-amazon.com/images/I/817UDVduB8L.jpg
0802777252;All's Fair in Love, War, and High School;Janette Rallison;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/71agZ6hFwHL.jpg
1250083141;The Ones;Daniel Sweren-Becker;15 - 18 years;10 - 12;https://m.media-amazon.com/images/I/81A+cnVSdeL.jpg
0844669903;A Day No Pigs Would Die;Robert Newton Peck;10+ years;7 - 9;https://m.media-amazon.com/images/I/31MafZ+LWhL.jpg
1469201607;Ashes;Ilsa J. Bick;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/714XLxA8h7L.jpg
1940716217;Queen of Hearts: Volume Two: The Wonder;Colleen Oakes;12 years and up;7 - 9;https://m.media-amazon.com/images/I/81V5ni6Ht1L.jpg
1937053113;Soulmate: The Sixth Ganzfield Novel;Kate Kaynak;15 - 18 years;10 - 12;https://m.media-amazon.com/images/I/31PES396ukL.jpg
1481421212;Sparks in Scotland;A. Destiny;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51q-UETPdRL.jpg
1442430869;First Evil;R.L. L. Stine;14 years and up;9 - 12;https://m.media-amazon.com/images/I/71+y0c3db4L.jpg
1481432230;Last Year's Mistake;Gina Ciocca;14 years and up;9 - 12;https://m.media-amazon.com/images/I/81V8IeRT7vL.jpg
1481432648;Wilder Boys;Brandon Wallace;10 - 12 years;3 - 7;https://m.media-amazon.com/images/I/51AU5wQK9uL.jpg
1617079162;Bitterblue;Kristin Cashore;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/51sLeZr9bJL.jpg
0618176721;Mind Games;Jeanne Marie Grunwell;READINGAGE_MISSING_AZ;4 - 6;https://m.media-amazon.com/images/I/51sylKcv5tL.jpg
1447223977;Gloss;Marilyn Kaye;12 years and up;7 - 9;https://m.media-amazon.com/images/I/81+Rn1I58wL.jpg
0375859306;Under the Bridge;Michael Harmon;14 - 17 years;9 and up;https://m.media-amazon.com/images/I/91chZ9uCZnL.jpg
0545142997;Numbers;Rachel Ward;12 years and up;7 - 9;https://m.media-amazon.com/images/I/71O4erjX5yL.jpg
1250047730;The Good Sister: A Novel;Jamie Kain;14 - 18 years;10 - 12;https://m.media-amazon.com/images/I/71pSFfk8K2L.jpg
1524770191;Hullmetal Girls;Emily Skrutskie;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/91ZmcCXh1nL.jpg
0312355106;Saving Zoe;Alyson Noel;13 - 18 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/719KvJf2H0L.jpg
1466211970;The Gaia Wars;Kenneth G. Bennett;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51MRqn8k7AL.jpg
1416978720;Pure;Terra Elan McVoy;14 years and up;10 - 12;https://m.media-amazon.com/images/I/31Mrkmjk3VL.jpg
1459801032;Agent Angus;K.L. Denman;9 - 12 years;4 - 7;https://m.media-amazon.com/images/I/41DP2Vqem6L.jpg
1492629839;The Suffering;Rin Chupeco;14 - 17 years;8 - 12;https://m.media-amazon.com/images/I/51aRu-TDgvL.jpg
1942361114;Amanda Lester and the Red Spider Rumpus;Paula Berinstein;13 - 18 years;7 - 12;https://m.media-amazon.com/images/I/71Ql4zRAYqL.jpg
1508700966;Such A Secret Place;Cortney Pearson;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/81nwVk4Ic1L.jpg
1550744631;Janey's Girl;Gayle Friesen;10 - 14 years;5 - 9;https://m.media-amazon.com/images/I/51a4oH6tewL.jpg
1616510013;Shadows of Guilt;Anne Schraff;12 years and up;7 - 12;https://m.media-amazon.com/images/I/61FP+9O5SPL.jpg
0062306677;Shadow Girl;Liana Liu;13 years and up;8 - 9;https://m.media-amazon.com/images/I/41J4X7bNB0L.jpg
1605280313;56 Water Street;Melissa Strangway;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/817IAGsL6bL.jpg
0545135737;We Could Be Brothers;Derrick Barnes;10 - 14 years;5 - 9;https://m.media-amazon.com/images/I/51Yn7DHE5uL.jpg
0590446959;The New Coach;Elizabeth Levy;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/41TI1Lw6L1L.jpg
0590428225;Boys in the Gym;Elizabeth Levy;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/416aQrL4ScL.jpg
0590428209;Captain of the Team;Elizabeth Levy;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/41VY0VfoHwL.jpg
1905654375;Twilight;Stephenie Meyer;11+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/514oTdfgt1L.jpg
0689867735;Angel's Grace;Tracey Baptiste;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/41VArGp3m8L.jpg
1442417439;The Day Before;Lisa Schroeder;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51LrlsPairL.jpg
0786273097;Saving Francesca;Melina Marchetta;12 - 14 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51FMS5QF5QL.jpg
0525473114;Sleeping Freshmen Never Lie;David Lubar;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51ViF0bJPBL.jpg
0375829830;Saving Francesca;Melina Marchetta;12 - 17 years;7 - 9;https://m.media-amazon.com/images/I/81EN1nmH+AL.jpg
0375836942;Looking for Alibrandi;Melina Marchetta;12 - 17 years;7 - 12;https://m.media-amazon.com/images/I/91dwbMWi8JL.jpg
0385733895;The Worlds of Lois Lowry 3 Copy Boxed Set;Lois Lowry;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/410iIFdlS8L.jpg
1492638889;Stealing Candy;Stewart Lewis;14 - 17 years;8 - 12;https://m.media-amazon.com/images/I/51rKNa4hvCL.jpg
0698116941;Remember Me to Harold Square;Paula Danziger;8 - 12 years;3 - 7;https://m.media-amazon.com/images/I/91HzQsMjA8L.jpg
0375829822;Saving Francesca;Melina Marchetta;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/410ZB640CXL.jpg
0440925592;Fifteen;Beverly Cleary;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/21tcEm7zDzL.jpg
0606021787;Princess Mia;Meg Cabot;11 - 15 years;6 - 9;https://m.media-amazon.com/images/I/31y66fKtWhL.jpg
0544664450;Ever the Hunted;Erin Summerill;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51-xilLVLrL.jpg
1338045377;The Traitor's Game;Jennifer A. Nielsen;12 years and up;7 and up;https://m.media-amazon.com/images/I/81WHrvbC1bL.jpg
0803728042;Getting Away with Murder: The True Story of the Emmett Till Case;Chris Crowe;12 years and up;Preschool - 6;https://m.media-amazon.com/images/I/81JOmdKFkNL.jpg
1491526386;Breathe, Annie, Breathe;Miranda Kenneally;13 - 17 years;7 - 9;https://m.media-amazon.com/images/I/61j0yMbkrTL.jpg
0765353598;Keeper of the Waters;Jenna Solitaire;13 years and up;8 - 9;https://m.media-amazon.com/images/I/51BWDPVX3WL.jpg
